user_id,games_purchased,games_played,total_playtime,avg_playtime_per_game
102950472,3,3,104.0,34.6666666666667
102971783,1,1,737.0,737.0
102988032,1,1,8.4,8.4
103012052,1,1,1.0,1.0
103034870,1,1,0.4,0.4
103093060,1,1,1164.0,1164.0
103093573,4,4,721.2,180.3
103171339,1,1,4.3,4.3
103235293,1,1,30.0,30.0
103260848,62,58,5419.3,93.4362068965517
103326015,1,1,18.5,18.5
103363050,1,1,32.0,32.0
103371488,88,22,1162.4,52.8363636363636
103373255,1,1,31.0,31.0
103411746,6,6,17.5,2.91666666666667
103445207,47,36,3460.7,96.1305555555555
103520209,1,1,9.4,9.4
103523221,1,1,13.0,13.0
103559489,2,1,0.2,0.2
103563010,13,12,3491.4,290.95
103574570,3,2,31.1,15.55
103604903,1,1,0.3,0.3
103620349,2,2,7.5,3.75
103624897,24,20,746.3,37.315
103631407,15,5,26.0,5.2
103638409,81,61,1369.6,22.4524590163934
103649913,7,2,8.5,4.25
103669953,3,3,6.3,2.1
103690917,16,3,26.3,8.76666666666667
103691417,1,1,40.0,40.0
103705957,1,1,3.2,3.2
103729596,1,1,240.0,240.0
103731895,79,60,1602.1,26.7016666666667
103774615,4,4,135.8,33.95
103804924,19,10,3772.5,377.25
103805799,1,1,0.2,0.2
103840115,1,1,0.2,0.2
103848468,20,8,16.8,2.1
103890656,6,1,706.0,706.0
103908321,1,1,1.1,1.1
103911620,12,11,617.5,56.1363636363636
103943711,1,1,4.9,4.9
103963922,1,1,0.4,0.4
103966604,1,1,17.4,17.4
103973922,2,2,306.5,153.25
103984034,2,2,116.0,58.0
104011576,1,1,1.0,1.0
104032602,5,5,88.7,17.74
104038561,2,2,135.0,67.5
104055167,11,11,1956.1,177.827272727273
104077418,1,1,2.2,2.2
104109817,6,2,316.0,158.0
104120883,28,23,466.5,20.2826086956522
104132805,2,2,1019.3,509.65
104151931,1,1,181.0,181.0
104159428,20,18,234.4,13.0222222222222
104192353,5,2,100.4,50.2
104198014,2,2,12.0,6.0
104198851,1,1,36.0,36.0
104235320,1,1,4.7,4.7
104265574,2,0,0,0
104321718,5,2,868.2,434.1
104358836,1,1,30.0,30.0
104380136,3,1,0.2,0.2
104407519,1,1,21.0,21.0
104408704,6,2,159.8,79.9
104418822,1,1,514.0,514.0
104418870,3,3,38.1,12.7
104470331,1,1,2.2,2.2
104543500,3,1,271.0,271.0
104587115,1,1,18.8,18.8
104635003,5,2,1057.0,528.5
104704406,1,1,9.6,9.6
104707698,3,2,31.2,15.6
104709012,4,1,12.3,12.3
104721942,12,7,2793.0,399.0
104727643,44,35,875.5,25.0142857142857
104800393,1,1,45.0,45.0
104802064,3,3,39.7,13.2333333333333
104826174,1,1,1.7,1.7
104830836,24,18,1059.3,58.85
104870123,62,34,1460.2,42.9470588235294
104900462,1,1,110.0,110.0
104912720,1,1,806.0,806.0
105022811,2,2,63.6,31.8
105024602,3,3,15.5,5.16666666666667
105028982,4,4,290.8,72.7
105048330,1,1,1.0,1.0
105052833,1,1,16.5,16.5
105071117,4,1,1.6,1.6
105080654,1,1,15.7,15.7
105120044,1,1,551.0,551.0
105159791,16,14,263.9,18.85
105159839,6,1,1829.0,1829.0
105186824,2,2,3.7,1.85
105243827,81,51,1701.3,33.3588235294118
105261470,1,1,13.1,13.1
105274697,6,6,2489.5,414.916666666667
105277989,25,3,43.5,14.5
105289933,3,0,0,0
105361549,1,1,154.0,154.0
105384518,87,69,2075.9,30.0855072463768
105445346,31,15,213.1,14.2066666666667
105503045,150,109,1147.5,10.5275229357798
105507326,1,1,24.0,24.0
105511340,1,1,13.9,13.9
105517470,2,1,3.3,3.3
105585767,4,4,219.7,54.925
105586920,19,13,3909.8,300.753846153846
105590063,2,1,15.2,15.2
105632759,2,2,15.4,7.7
105644511,1,1,27.0,27.0
105685427,1,1,267.0,267.0
105720584,1,1,0.4,0.4
105725769,14,9,256.2,28.4666666666667
105736077,9,8,56.2,7.025
105741405,1,1,2.8,2.8
105782521,63,26,579.2,22.2769230769231
105788297,7,7,957.8,136.828571428571
105796956,1,1,88.0,88.0
105837235,1,1,2.0,2.0
105877396,95,56,1099.1,19.6267857142857
105885524,1,0,0,0
105934631,1,1,10.3,10.3
105938590,1,1,0.7,0.7
105949816,1,1,21.0,21.0
106004548,1,1,1247.0,1247.0
106014415,1,1,4.4,4.4
106028574,4,1,27.0,27.0
106042595,5,4,95.0,23.75
106054679,4,1,0.2,0.2
106057222,10,7,524.4,74.9142857142857
106066141,2,2,13.2,6.6
106099216,7,6,5739.8,956.633333333333
106101617,1,1,22.0,22.0
106132774,3,3,97.3,32.4333333333333
106147454,79,67,852.6,12.7253731343284
106147639,2,0,0,0
106170243,15,15,217.1,14.4733333333333
106216084,1,1,3.0,3.0
106235885,3,3,4.5,1.5
106238372,3,3,27.4,9.13333333333333
106247569,2,1,35.0,35.0
106259770,44,20,385.2,19.26
106268266,1,1,31.0,31.0
106278654,3,2,564.0,282.0
106333903,27,11,140.0,12.7272727272727
106340092,1,1,209.0,209.0
106346875,5,3,65.7,21.9
106387489,1,1,7.0,7.0
106426705,1,1,0.4,0.4
106433292,1,1,14.7,14.7
106454385,2,2,38.0,19.0
106472745,1,1,10.1,10.1
106578843,10,5,1528.5,305.7
106579434,1,1,148.0,148.0
106592046,8,6,1107.3,184.55
106682261,2,2,9.9,4.95
106746754,1,1,0.4,0.4
106760673,42,30,467.5,15.5833333333333
106796307,66,44,1971.3,44.8022727272727
106797321,1,1,1.7,1.7
106797670,1,1,2.0,2.0
106802395,1,0,0,0
106806146,37,22,52.1,2.36818181818182
106806354,1,1,59.0,59.0
106816274,5,4,54.5,13.625
106834867,47,18,1205.5,66.9722222222222
106859813,1,1,1.5,1.5
106901665,2,2,23.8,11.9
106925576,2,2,0.3,0.15
106956838,25,6,16.0,2.66666666666667
106966738,6,1,439.0,439.0
106980036,40,30,758.0,25.2666666666667
106986812,44,18,89.7,4.98333333333333
107028289,7,6,360.8,60.1333333333333
107049645,1,1,601.0,601.0
107097425,4,4,46.2,11.55
107107474,3,3,150.1,50.0333333333333
107123140,9,6,40.1,6.68333333333333
107124480,7,7,47.4,6.77142857142857
107124497,11,8,26.1,3.2625
107131506,11,10,70.0,7.0
107160281,1,1,17.5,17.5
107241585,1,1,11.9,11.9
107256941,1,1,78.0,78.0
107273897,20,8,1531.6,191.45
107285166,1,1,13.4,13.4
107307955,4,2,0.7,0.35
107324790,4,4,1457.0,364.25
107346769,4,3,19.0,6.33333333333333
107346948,1,1,77.0,77.0
107347684,1,1,208.0,208.0
107359794,1,1,2.2,2.2
107377573,68,47,2209.0,47.0
107383658,1,1,28.0,28.0
107417121,4,4,44.2,11.05
107452765,217,21,462.6,22.0285714285714
107475554,1,1,8.5,8.5
107476377,9,7,1340.1,191.442857142857
107488920,1,1,4.8,4.8
107554143,4,4,56.1,14.025
107567915,37,37,333.3,9.00810810810811
107574541,2,2,1596.7,798.35
107623882,5,4,465.1,116.275
107632182,5,5,305.7,61.14
107652130,1,1,0.1,0.1
107698030,1,1,2.2,2.2
107708102,1,1,9.8,9.8
107743243,46,31,1010.9,32.6096774193548
107769137,1,1,1.7,1.7
107818793,20,17,352.7,20.7470588235294
107841348,6,6,18.1,3.01666666666667
107876972,2,2,327.0,163.5
107886872,2,2,29.8,14.9
107902370,4,2,563.0,281.5
107913460,59,44,1376.4,31.2818181818182
107948398,5,3,316.0,105.333333333333
107950496,4,2,168.4,84.2
107951494,2,2,42.1,21.05
107967382,1,1,2.9,2.9
107977716,3,3,12.2,4.06666666666667
107984181,10,7,186.4,26.6285714285714
108007732,69,55,2220.0,40.3636363636364
108011380,1,1,13.5,13.5
108033629,2,2,116.3,58.15
108114779,24,20,1808.6,90.43
108160472,51,36,1133.1,31.475
108162562,1,1,0.1,0.1
108183518,9,1,251.0,251.0
108219790,2,2,35.2,17.6
108223505,16,6,150.6,25.1
108241539,1,1,0.8,0.8
108264287,70,47,825.0,17.5531914893617
108315158,2,1,3790.0,3790.0
108327674,1,1,18.5,18.5
108391103,1,1,0.2,0.2
108435168,3,0,0,0
108454875,12,10,427.9,42.79
108484523,3,2,236.5,118.25
108493237,1,1,0.5,0.5
108511499,2,1,14.8,14.8
108512521,6,3,44.2,14.7333333333333
108560573,7,6,83.8,13.9666666666667
108569990,5,4,7.2,1.8
108575170,7,4,29.8,7.45
108591170,1,1,1.4,1.4
108593099,2,2,36.3,18.15
108595389,24,15,47.3,3.15333333333333
108598510,1,1,7.3,7.3
108601099,1,1,293.0,293.0
108639015,12,9,410.6,45.6222222222222
108714391,4,2,12.4,6.2
108726847,7,0,0,0
108727716,1,1,3.4,3.4
108750879,15,15,1807.5,120.5
108755905,1,1,12.2,12.2
108758176,1,1,0.4,0.4
108771556,1,1,69.0,69.0
108771877,1,1,127.0,127.0
108872482,1,0,0,0
108877388,6,4,67.5,16.875
108878910,21,15,243.3,16.22
108887922,1,1,0.2,0.2
108943853,16,7,126.4,18.0571428571429
108950666,51,15,615.1,41.0066666666667
109165920,4,4,424.9,106.225
109173829,6,4,34.2,8.55
109175936,31,14,997.1,71.2214285714286
109201849,13,11,38.7,3.51818181818182
109205612,58,28,673.6,24.0571428571429
109207860,7,5,728.7,145.74
109271976,1,1,0.5,0.5
109278470,9,3,76.0,25.3333333333333
109323647,2,2,729.4,364.7
109328586,1,1,699.0,699.0
109338714,1,1,52.0,52.0
109373866,6,5,159.7,31.94
109393227,2,2,2889.0,1444.5
109446190,1,1,0.4,0.4
109446355,1,1,900.0,900.0
109458201,6,3,387.5,129.166666666667
109475164,1,1,1592.0,1592.0
109486584,2,2,10.1,5.05
109592594,11,4,769.7,192.425
109598076,7,4,57.0,14.25
109655092,1,1,31.0,31.0
109660238,1,1,1859.0,1859.0
109669093,11,9,472.3,52.4777777777778
109673465,1,1,6.2,6.2
109715095,27,2,54.4,27.2
109763455,1,1,1564.0,1564.0
109780632,12,10,49.4,4.94
109946857,1,1,13.5,13.5
109961633,2,2,1.3,0.65
109967112,6,4,46.5,11.625
109969285,1,1,0.9,0.9
109969767,1,1,0.2,0.2
110088484,3,1,3.7,3.7
110095045,4,3,37.4,12.4666666666667
110104315,1,1,2.6,2.6
110104967,16,8,34.5,4.3125
110107925,18,8,586.4,73.3
110121805,1,1,0.6,0.6
110150300,1,1,3.5,3.5
110160904,5,4,315.1,78.775
110174573,2,2,42.7,21.35
110194091,6,6,831.4,138.566666666667
110209964,1,1,0.5,0.5
110226344,5,4,485.9,121.475
110238251,5,5,192.6,38.52
110248234,6,4,258.6,64.65
110268154,2,2,80.0,40.0
110268888,1,1,0.2,0.2
110304379,8,4,41.0,10.25
110304598,1,1,0.8,0.8
110369840,43,32,2079.3,64.978125
110397537,5,4,116.1,29.025
110412872,6,5,24.8,4.96
110470534,8,7,1060.1,151.442857142857
110473936,1,0,0,0
110478090,5,3,228.5,76.1666666666667
110478743,41,32,696.1,21.753125
110480529,2,0,0,0
110489310,6,5,206.2,41.24
110546460,26,15,807.0,53.8
110546832,15,10,55.3,5.53
110650041,11,4,4.1,1.025
110658990,49,42,281.3,6.69761904761905
110708539,1,1,3.6,3.6
110761091,1,1,100.0,100.0
110776325,1,1,580.0,580.0
110814860,2,2,4.2,2.1
110824765,31,22,1123.8,51.0818181818182
110840027,1,1,0.2,0.2
110843185,3,3,97.0,32.3333333333333
110875215,1,1,12.8,12.8
110879737,2,1,0.1,0.1
110881546,43,22,1687.4,76.7
110881551,1,1,8.5,8.5
110895915,1,1,30.0,30.0
110899658,10,5,900.0,180.0
110903956,1,1,1.5,1.5
110906645,63,46,2131.3,46.3326086956522
110928152,1,1,9.2,9.2
110934550,1,1,11.2,11.2
110967402,1,1,1.9,1.9
110999033,1,1,8.0,8.0
111003065,16,12,1073.7,89.475
111003194,1,1,2.3,2.3
111003429,1,1,1.6,1.6
111044780,17,6,139.3,23.2166666666667
111091837,2,2,0.9,0.45
111097037,1,1,1.0,1.0
111130695,44,25,2169.4,86.776
111142411,1,1,104.0,104.0
111163130,37,24,816.0,34.0
111182405,28,16,1308.8,81.8
111190541,3,2,54.9,27.45
111202525,5,4,271.7,67.925
111212436,42,36,708.9,19.6916666666667
111313670,1,1,28.0,28.0
111316830,19,17,1492.0,87.7647058823529
111343998,1,1,1.1,1.1
111362598,45,18,5205.3,289.183333333333
111368209,1,1,0.8,0.8
111419019,2,2,0.6,0.3
111422562,21,18,1966.1,109.227777777778
111425056,1,1,1.1,1.1
111442295,52,18,2047.3,113.738888888889
111451741,1,1,366.0,366.0
111456195,2,1,64.0,64.0
111479516,1,1,865.0,865.0
111498455,18,12,193.8,16.15
111529766,7,3,188.3,62.7666666666667
111545169,1,0,0,0
111551727,58,45,3843.1,85.4022222222222
111575581,1,1,23.0,23.0
111688835,1,0,0,0
111728146,1,1,307.0,307.0
111754806,130,83,2563.6,30.8867469879518
111795034,7,3,594.8,198.266666666667
111804259,1,1,1.0,1.0
111820040,2,2,92.3,46.15
111953639,1,1,40.0,40.0
111970037,2,2,155.0,77.5
112084902,1,1,29.0,29.0
112085262,1,1,1.1,1.1
112088340,1,1,159.0,159.0
112089956,2,0,0,0
112110682,26,22,927.2,42.1454545454545
112134832,3,1,342.0,342.0
112148863,2,2,11.7,5.85
112192991,1,1,1146.0,1146.0
112199961,27,22,730.5,33.2045454545455
112216065,1,1,45.0,45.0
112240173,2,2,6.3,3.15
112345616,2,2,438.2,219.1
112365658,3,2,2.6,1.3
112376397,15,9,622.9,69.2111111111111
112432049,1,1,0.4,0.4
112459307,2,2,1078.2,539.1
112474535,1,1,5.5,5.5
112504953,5,4,6.0,1.5
112509160,1,1,1.4,1.4
112532182,1,1,4.3,4.3
112547463,6,4,214.0,53.5
112566632,1,1,1.9,1.9
112584028,1,1,1.2,1.2
112590296,1,1,2.6,2.6
112613985,1,1,0.2,0.2
112626210,122,36,577.9,16.0527777777778
112647787,1,1,2609.0,2609.0
112677705,2,1,0.2,0.2
112694811,1,1,154.0,154.0
112699561,1,1,194.0,194.0
112700700,1,1,5.5,5.5
112739159,1,1,0.3,0.3
112763045,27,11,368.2,33.4727272727273
112764199,1,1,0.8,0.8
112774446,1,1,0.4,0.4
112784971,2,2,2.8,1.4
112845094,37,24,5240.8,218.366666666667
112849197,23,16,2050.1,128.13125
112865325,5,2,33.4,16.7
112907304,1,1,0.1,0.1
112919409,1,1,9.4,9.4
112939816,6,3,26.4,8.8
112944877,4,3,0.4,0.133333333333333
112962796,7,5,219.3,43.86
112986636,14,9,77.6,8.62222222222222
112994491,13,9,117.4,13.0444444444444
112999066,1,1,32.0,32.0
113015223,1,1,182.0,182.0
113039667,8,8,216.6,27.075
113045977,2,1,1.1,1.1
113058136,1,1,1.0,1.0
113124720,27,16,1338.0,83.625
113142233,1,1,3.2,3.2
113186568,9,9,683.4,75.9333333333333
113196318,47,40,2500.1,62.5025
113205285,1,1,1.9,1.9
113224251,17,12,632.6,52.7166666666667
113227222,22,19,1879.2,98.9052631578947
113260911,10,9,1333.8,148.2
113268833,14,12,89.9,7.49166666666667
113300324,29,15,598.4,39.8933333333333
113308351,1,1,14.1,14.1
113312586,10,6,746.2,124.366666666667
113321644,5,4,167.3,41.825
113329678,1,1,1.2,1.2
113399673,1,1,0.2,0.2
113407067,2,2,511.6,255.8
113411607,1,1,11.0,11.0
113423671,18,4,3177.3,794.325
113444723,2,2,3749.3,1874.65
113446397,2,2,92.2,46.1
113496097,2,1,45.0,45.0
113530439,1,1,809.0,809.0
113544961,18,11,221.9,20.1727272727273
113546110,66,34,1377.5,40.5147058823529
113557230,5,2,2.1,1.05
113557935,7,4,221.7,55.425
113570611,1,1,211.0,211.0
113580708,41,30,211.4,7.04666666666667
113661299,1,1,0.1,0.1
113667989,12,1,465.0,465.0
113682800,1,1,27.0,27.0
113729479,6,5,27.2,5.44
113752996,128,100,4876.7,48.767
113771004,2,2,20.0,10.0
113794086,2,2,43.7,21.85
113820072,1,1,1.1,1.1
113835971,2,1,0.2,0.2
113857311,1,0,0,0
113868035,1,1,375.0,375.0
113910653,1,1,15.4,15.4
114000267,6,3,1.0,0.333333333333333
114017825,2,2,298.5,149.25
114024939,5,5,1513.7,302.74
114030647,63,51,2539.9,49.8019607843137
114080968,3,1,2.5,2.5
114092121,1,1,1.6,1.6
114112364,1,1,3047.0,3047.0
114132445,1,1,0.9,0.9
114142213,1,1,2.3,2.3
114167965,1,1,2.4,2.4
114231279,1,1,92.0,92.0
114244707,1,1,7.2,7.2
114273290,1,1,45.0,45.0
114287682,1,1,0.8,0.8
114297316,1,1,1.7,1.7
114324869,46,13,265.9,20.4538461538462
114325392,12,3,1.8,0.6
114332337,1,1,0.9,0.9
114343925,1,1,21.0,21.0
114364553,4,3,22.0,7.33333333333333
114416197,1,1,0.5,0.5
114431673,2,1,969.0,969.0
114439892,1,1,335.0,335.0
114447625,4,4,43.8,10.95
114479142,3,1,0.2,0.2
114578751,8,4,70.3,17.575
114617787,64,9,2671.3,296.811111111111
114620302,1,1,7.6,7.6
114632006,15,8,2696.3,337.0375
114635070,1,1,92.0,92.0
114637687,6,5,292.3,58.46
114727578,113,17,354.4,20.8470588235294
114730998,1,1,2.8,2.8
114736887,2,2,29.1,14.55
114751336,1,1,0.7,0.7
114758044,1,1,9.0,9.0
114781347,1,1,29.0,29.0
114789855,1,1,14.5,14.5
114792785,3,1,0.1,0.1
114838001,41,11,598.0,54.3636363636364
114846707,3,2,25.1,12.55
114872913,1,1,2.2,2.2
114881003,2,2,2.5,1.25
114899424,2,2,32.1,16.05
114912926,7,4,1526.7,381.675
114922862,1,1,55.0,55.0
114924461,14,13,83.8,6.44615384615385
114931125,1,1,141.0,141.0
114937057,3,3,440.7,146.9
114964884,1,1,36.0,36.0
114972372,11,10,265.0,26.5
115003799,1,1,0.7,0.7
115008799,9,6,1608.2,268.033333333333
115019075,1,1,32.0,32.0
115037563,65,42,534.7,12.7309523809524
115109218,2,2,352.0,176.0
115122875,1,1,0.1,0.1
115160797,1,1,130.0,130.0
115163074,1,1,12.5,12.5
115167911,54,44,1637.8,37.2227272727273
115192877,4,4,421.0,105.25
115242203,1,1,8.0,8.0
115249917,1,1,0.5,0.5
115275499,3,1,8.0,8.0
115287826,4,3,296.6,98.8666666666667
115290202,1,1,0.3,0.3
115311682,1,1,143.0,143.0
115324976,3,2,423.3,211.65
115325355,2,2,6.6,3.3
115358376,1,1,0.6,0.6
115375178,1,0,0,0
115396529,4,4,374.4,93.6
115404202,1,1,35.0,35.0
115436501,6,0,0,0
115472935,2,2,39.7,19.85
115487966,49,39,1317.8,33.7897435897436
115494980,1,1,0.3,0.3
115558697,3,2,5.0,2.5
115567288,9,4,435.7,108.925
115571373,8,7,104.2,14.8857142857143
115602674,1,1,2.0,2.0
115632831,117,31,1107.8,35.7354838709677
115637271,2,2,15.4,7.7
115655987,7,6,1396.6,232.766666666667
115671217,19,13,212.6,16.3538461538462
115736372,1,1,13.8,13.8
115753521,1,0,0,0
115784259,13,6,5.1,0.85
115806772,3,3,55.7,18.5666666666667
115813584,1,1,0.2,0.2
115821787,1,1,38.0,38.0
115826231,1,1,4.8,4.8
115918955,2,2,3.1,1.55
115958331,7,5,74.2,14.84
115959445,5,5,30.9,6.18
115990965,2,2,3.7,1.85
115996656,91,55,2034.0,36.9818181818182
116000122,1,1,923.0,923.0
116024605,1,1,529.0,529.0
116038263,1,1,42.0,42.0
116085629,3,1,80.0,80.0
116283279,21,13,216.0,16.6153846153846
116314616,1,1,394.0,394.0
116325720,28,10,234.4,23.44
116338192,1,1,3.5,3.5
116407650,1,0,0,0
116409449,1,1,54.0,54.0
116411567,13,11,87.0,7.90909090909091
116437770,3,3,2144.7,714.9
116450986,2,2,11.4,5.7
116478374,4,3,22.5,7.5
116482142,9,7,168.8,24.1142857142857
116494569,26,19,2532.8,133.305263157895
116515230,71,23,896.6,38.9826086956522
116515529,2,2,1.8,0.9
116564064,180,80,770.2,9.6275
116580688,1,1,1.1,1.1
116617462,43,34,391.4,11.5117647058824
116620161,1,1,115.0,115.0
116626402,1,1,10.1,10.1
116637302,1,1,0.2,0.2
116663350,1,1,0.4,0.4
116756674,2,2,47.5,23.75
116777928,2,1,42.0,42.0
116831291,3,3,1459.3,486.433333333333
116831920,1,1,2.5,2.5
116876958,389,208,2824.3,13.5783653846154
116912767,28,21,1025.9,48.852380952381
116955153,1,1,13.4,13.4
116966965,1,1,17.1,17.1
116968417,1,1,6.7,6.7
117022366,54,51,844.5,16.5588235294118
117036229,1,1,0.5,0.5
117044529,1,1,0.9,0.9
117066456,1,1,46.0,46.0
117097969,4,3,14.8,4.93333333333333
117106617,1,1,5229.0,5229.0
117118007,1,1,0.8,0.8
117129725,2,1,4.4,4.4
117194705,8,0,0,0
117210908,1,1,2.8,2.8
117217039,2,1,60.0,60.0
117238061,2,2,0.7,0.35
117312360,6,5,265.2,53.04
117321969,3,2,243.0,121.5
117331659,4,0,0,0
117345810,77,24,845.0,35.2083333333333
117370965,23,17,576.5,33.9117647058824
117397132,1,1,0.4,0.4
117402082,4,4,9.7,2.425
117414332,1,0,0,0
117435302,1,1,0.2,0.2
117463647,1,1,1.2,1.2
117469505,1,1,0.6,0.6
117483116,1,0,0,0
117488479,53,37,4360.7,117.856756756757
117529891,1,1,383.0,383.0
117531196,135,83,787.2,9.48433734939759
117552823,4,3,131.4,43.8
117573012,3,2,32.0,16.0
117581255,4,4,114.5,28.625
117601858,37,21,1054.8,50.2285714285714
117657402,11,7,229.8,32.8285714285714
117663927,5,5,187.0,37.4
117695149,4,4,5.1,1.275
117720079,2,1,50.0,50.0
117724509,1,1,8.4,8.4
117727921,1,1,194.0,194.0
117740575,1,1,1090.0,1090.0
117742782,2,2,0.4,0.2
117883499,2,2,6.0,3.0
117949868,18,17,203.1,11.9470588235294
117970761,1,0,0,0
117974875,1,1,0.8,0.8
118031880,8,2,137.5,68.75
118066938,6,2,59.9,29.95
118086742,10,8,35.4,4.425
118101920,1,0,0,0
118180800,1,1,6.8,6.8
118189718,11,10,550.5,55.05
118236431,1,1,216.0,216.0
118263812,1,1,4.0,4.0
118274084,6,2,12.4,6.2
118301896,1,1,12.3,12.3
118360669,1,1,63.0,63.0
118374482,1,1,0.5,0.5
118427901,1,1,85.0,85.0
118433250,1,1,56.0,56.0
118437205,3,2,144.9,72.45
118442089,1,1,1.0,1.0
118446513,1,1,1989.0,1989.0
118447144,1,1,18.1,18.1
118541865,169,36,188.8,5.24444444444444
118544165,1,1,0.9,0.9
118554131,15,11,1394.3,126.754545454545
118585913,9,5,22.1,4.42
118664413,10,7,4.7,0.671428571428571
118693656,2,1,699.0,699.0
118693973,37,25,1200.9,48.036
118695833,17,7,135.7,19.3857142857143
118721220,1,1,1.8,1.8
118723066,12,10,43.3,4.33
118725402,2,2,10.5,5.25
118792304,10,9,1539.1,171.011111111111
118808320,1,1,0.5,0.5
118834514,1,1,0.3,0.3
118838369,35,31,1150.4,37.1096774193548
118852041,151,121,2877.1,23.7776859504132
118859786,2,2,58.1,29.05
118888110,1,1,0.2,0.2
118894547,8,3,1791.9,597.3
118920238,7,2,206.0,103.0
118971362,71,9,638.2,70.9111111111111
118988066,1,1,8.0,8.0
118991581,3,2,1300.0,650.0
119103675,1,1,361.0,361.0
119170251,3,1,41.0,41.0
119185179,1,1,13.5,13.5
119187092,2,2,42.0,21.0
119211507,1,1,63.0,63.0
119211545,14,11,305.6,27.7818181818182
119228046,2,2,69.0,34.5
119236075,7,7,35.3,5.04285714285714
119239620,73,54,1315.2,24.3555555555556
119310413,35,27,52.0,1.92592592592593
119311184,2,1,29.0,29.0
119350525,1,1,2.6,2.6
119361334,3,2,143.4,71.7
119362603,1,1,19.7,19.7
119365702,3,3,507.0,169.0
119368216,9,8,741.6,92.7
119405428,3,1,0.5,0.5
119410678,1,0,0,0
119410870,1,1,4.5,4.5
119428254,14,13,113.4,8.72307692307692
119430691,2,2,887.9,443.95
119530092,10,10,42.7,4.27
119556235,2,1,2.9,2.9
119619506,95,68,1729.3,25.4308823529412
119624572,3,2,13.6,6.8
119625118,1,1,1655.0,1655.0
119626898,2,1,743.0,743.0
119670302,2,2,915.0,457.5
119675419,1,1,133.0,133.0
119721478,1,1,14.2,14.2
119723223,2,2,52.7,26.35
119829710,2,2,0.8,0.4
119835248,3,3,519.0,173.0
119906029,1,1,38.0,38.0
119909634,26,10,59.7,5.97
119937035,21,16,4053.6,253.35
119949344,19,10,326.5,32.65
119970695,2,1,408.0,408.0
119971648,1,1,54.0,54.0
120055850,1,0,0,0
120066253,2,1,3.5,3.5
120106834,10,7,216.5,30.9285714285714
120113754,9,6,581.3,96.8833333333333
120116659,7,5,2122.0,424.4
120139965,24,16,12.3,0.76875
120141290,1,1,0.5,0.5
120143206,1,1,56.0,56.0
120164786,9,8,570.6,71.325
120169360,2,0,0,0
120171057,2,2,4.9,2.45
120181402,2,2,203.6,101.8
120237789,31,17,712.9,41.9352941176471
120271188,2,2,46.3,23.15
120308479,2,1,1115.0,1115.0
120342002,2,1,45.0,45.0
120377800,1,1,31.0,31.0
120405554,1,1,0.4,0.4
120420435,8,3,349.6,116.533333333333
120421832,6,4,1548.9,387.225
120448027,1,1,3.1,3.1
120514265,1,1,113.0,113.0
120514307,11,9,206.4,22.9333333333333
120520430,4,1,130.0,130.0
120523185,67,34,201.8,5.93529411764706
120589251,5,2,10.5,5.25
120606442,1,1,1.6,1.6
120630528,1,1,13.3,13.3
120639809,1,1,136.0,136.0
120650367,1,1,0.3,0.3
120668831,4,3,49.0,16.3333333333333
120696775,9,8,130.2,16.275
120698121,1,1,0.2,0.2
120725512,1,1,3.8,3.8
120725727,13,6,5297.8,882.966666666667
120740511,1,1,2403.0,2403.0
120766003,3,2,39.7,19.85
120838793,10,3,45.1,15.0333333333333
120852852,5,3,3594.3,1198.1
120853104,1,1,0.1,0.1
120952837,1,1,2.4,2.4
120955239,1,1,2.3,2.3
120970326,1,1,8.2,8.2
121075133,2,2,1559.0,779.5
121080515,2,2,523.3,261.65
121133260,9,8,125.8,15.725
121137382,1,1,4.0,4.0
121150146,2,2,4.7,2.35
121154091,1,1,3.0,3.0
121168851,7,1,69.0,69.0
121199670,3,3,6827.2,2275.73333333333
121207655,8,3,65.2,21.7333333333333
121225694,1,1,0.4,0.4
121240872,1,0,0,0
121248758,1,1,570.0,570.0
121255383,3,3,13.3,4.43333333333333
121280370,20,15,889.1,59.2733333333333
121291260,15,11,849.2,77.2
121348667,1,1,2.3,2.3
121352371,1,1,2442.0,2442.0
121360145,5,5,3020.1,604.02
121382416,1,0,0,0
121383308,1,1,2.0,2.0
121480841,2,1,1.4,1.4
121481890,1,1,6.0,6.0
121497634,56,40,3062.6,76.565
121523105,2,2,1.5,0.75
121531316,2,2,1.4,0.7
121535800,1,1,6.4,6.4
121573188,4,2,141.0,70.5
121577821,2,2,1903.4,951.7
121582062,1,1,5.2,5.2
121593653,1,1,1.0,1.0
121615038,4,3,1367.0,455.666666666667
121674532,6,0,0,0
121727972,1,1,3.1,3.1
121770429,1,1,295.0,295.0
121796986,1,1,5.6,5.6
121808566,3,3,18.3,6.1
121809665,3,1,39.0,39.0
121865430,22,15,2205.3,147.02
121884238,16,11,109.7,9.97272727272727
121891688,10,7,286.0,40.8571428571429
121900241,10,7,5038.8,719.828571428571
121989214,1,1,68.0,68.0
121999719,1,1,37.0,37.0
122021564,2,2,54.0,27.0
122026623,416,127,3056.3,24.0653543307087
122064686,1,1,1.9,1.9
122083909,1,1,8.0,8.0
122094388,76,34,1557.6,45.8117647058824
122117051,3,3,31.1,10.3666666666667
122117928,1,1,179.0,179.0
122118929,1,1,17.4,17.4
122162211,1,1,15.3,15.3
122188548,5,3,15.2,5.06666666666667
122189133,1,1,1.5,1.5
